id_cliente;tx_zona;tx_reclamo;fc_reclamo
AFG-000011;región D;No reconoce producto;9 de enero de 2018
AFG-002976;región E;Falta Servicio;10/1/2018
AFG-001996;región F;Falta Servicio;2018-10-1
AFG-001442;región D;Falta Servicio;10/1/18
AFG-002547;región D;Facturación;2018-11-1
AFG-002267;región C;Facturación;2018-11-1
AFG-001759;región B;Facturación;11/1/18
AFG-001740;región F;Falta Servicio;12/1/18
AFG-000497;región D;Actualiza datos;12 de enero de 2018
AFG-000290;región A;Cambio de Producto;12 de enero de 2018
AFG-003226;región B;Cambio de Producto;13/1/2018
AFG-001452;región C;Falta Servicio;13/1/18
AFG-001005;región F;Falta Servicio;13/1/18
AFG-003134;región D;Falta Servicio;14/1/2018
AFG-003098;región C;Actualiza datos;14/1/2018
AFG-002180;región B;Facturación;2018-14-1
AFG-003276;región F;Instalación pendiente;15/1/2018
AFG-003052;región A;Cambio de Producto;15/1/2018
AFG-001196;región B;Instalación pendiente;15/1/18
AFG-003219;región B;No reconoce producto;16/1/2018
AFG-001809;región E;Falta Servicio;16/1/18
AFG-001446;región D;Falta Servicio;16/1/18
AFG-003213;región F;Falta Servicio;17/1/2018
AFG-002826;región D;Facturación;17/1/2018
AFG-001904;región A;Facturación;2018-17-1
AFG-002529;región D;Facturación;2018-18-1
AFG-002082;región B;Facturación;2018-18-1
AFG-000898;región C;Instalación pendiente;18 de enero de 2018
AFG-002491;región D;Facturación;2018-19-1
AFG-000643;región E;Facturación;19 de enero de 2018
AFG-000088;región B;Falta Servicio;19 de enero de 2018
AFG-002820;región F;Facturación;20/1/2018
AFG-002320;región B;Falta Servicio;2018-20-1
AFG-000885;región C;Cambio de Producto;20 de enero de 2018
AFG-003238;región C;Facturación;21/1/2018
AFG-002778;región F;Falta Servicio;21/1/2018
AFG-001266;región A;No reconoce producto;21/1/18
AFG-003160;región E;Facturación;22/1/2018
AFG-002074;región D;Falta Servicio;2018-22-1
AFG-000305;región F;Facturación;22 de enero de 2018
AFG-001899;región B;Facturación;2018-23-1
AFG-001427;región A;Facturación;23/1/18
AFG-000567;región E;Falta Servicio;23 de enero de 2018
AFG-003069;región A;Falta Servicio;24/1/2018
AFG-002153;región C;Facturación;2018-24-1
AFG-000243;región D;Falta Servicio;24 de enero de 2018
AFG-002585;región D;Facturación;2018-25-1
AFG-001834;región C;Cambio de Producto;25/1/18
AFG-001395;región E;Falta Servicio;25/1/18
AFG-002046;región A;Facturación;2018-26-1
AFG-001239;región F;Facturación;26/1/18
AFG-000198;región E;Facturación;26 de enero de 2018
AFG-003289;región B;Facturación;27/1/2018
AFG-002398;región A;Facturación;2018-27-1
AFG-001917;región D;Facturación;2018-27-1
AFG-002668;región B;Facturación;28-1-2018
AFG-002608;región C;Instalación pendiente;2018-28-1
AFG-002574;región D;Facturación;2018-28-1
AFG-001920;región E;Falta Servicio;2018-29-1
AFG-001717;región F;No reconoce producto;29/1/18
AFG-000638;región B;Falta Servicio;29 de enero de 2018
AFG-003165;región F;Falta Servicio;30/1/2018
AFG-000608;región A;Facturación;30 de enero de 2018
AFG-000338;región C;Falta Servicio;30 de enero de 2018
AFG-002808;región C;Falta Servicio;31/1/2018
AFG-002101;región B;Instalación pendiente;2018-31-1
AFG-001350;región A;Instalación pendiente;31/1/18
AFG-001645;región A;Instalación pendiente;1/2/18
AFG-001414;región F;Actualiza datos;1/2/18
AFG-000141;región C;Facturación;1 de febrero de 2018
AFG-003278;región D;Falta Servicio;2/2/2018
AFG-001545;región E;Facturación;2/2/18
AFG-000716;región A;Facturación;2 de febrero de 2018
AFG-002685;región F;Facturación;3-2-2018
AFG-001990;región D;No reconoce producto;2018-3-2
AFG-000442;región C;Falta Servicio;3 de febrero de 2018
AFG-002292;región E;Facturación;2018-4-2
AFG-001013;región D;Facturación;4/2/18
AFG-000659;región A;Cambio de Producto;4 de febrero de 2018
AFG-002358;región C;Actualiza datos;2018-5-2
AFG-001507;región B;Actualiza datos;5/2/18
AFG-000278;región D;Facturación;5 de febrero de 2018
AFG-002670;región F;Facturación;6-2-2018
AFG-001111;región C;Falta Servicio;6/2/18
AFG-000739;región A;Facturación;6 de febrero de 2018
AFG-003141;región B;Facturación;7/2/2018
AFG-002577;región C;Falta Servicio;2018-7-2
AFG-000369;región D;Cambio de Producto;7 de febrero de 2018
AFG-002277;región F;Instalación pendiente;2018-8-2
AFG-001435;región A;Facturación;8/2/18
AFG-000463;región E;Facturación;8 de febrero de 2018
AFG-002843;región D;Falta Servicio;9/2/2018
AFG-002004;región E;Falta Servicio;2018-9-2
AFG-000527;región F;Instalación pendiente;9 de febrero de 2018
AFG-002955;región A;Falta Servicio;10/2/2018
AFG-002881;región B;Falta Servicio;10/2/2018
AFG-002290;región D;Falta Servicio;2018-10-2
AFG-003151;región B;Facturación;11/2/2018
AFG-001909;región A;Cambio de Producto;2018-11-2
AFG-000747;región E;Facturación;11 de febrero de 2018
AFG-002792;región F;Falta Servicio;12/2/2018
AFG-001935;región E;Facturación;2018-12-2
AFG-001539;región A;Falta Servicio;12/2/18
AFG-002911;región A;Falta Servicio;13/2/2018
AFG-002461;región F;Falta Servicio;2018-13-2
AFG-001608;región B;Falta Servicio;13/2/18
AFG-002047;región B;Falta Servicio;2018-14-2
AFG-000789;región C;Falta Servicio;14 de febrero de 2018
AFG-000722;región A;Falta Servicio;14 de febrero de 2018
AFG-003106;región F;Falta Servicio;15/2/2018
AFG-002645;región C;Falta Servicio;15-2-2018
AFG-000585;región D;Facturación;15 de febrero de 2018
AFG-002630;región B;Falta Servicio;16-2-2018
AFG-002314;región E;Falta Servicio;2018-16-2
AFG-000387;región D;Falta Servicio;16 de febrero de 2018
AFG-000811;región E;Falta Servicio;17 de febrero de 2018
AFG-000735;región A;Facturación;17 de febrero de 2018
AFG-000425;región D;Facturación;17 de febrero de 2018
AFG-002354;región A;Falta Servicio;2018-18-2
AFG-001933;región F;Facturación;2018-18-2
AFG-001691;región E;Facturación;18/2/18
AFG-002581;región D;Falta Servicio;2018-19-2
AFG-001701;región F;Falta Servicio;19/2/18
AFG-001235;región C;Falta Servicio;19/2/18
AFG-002023;región A;Actualiza datos;2018-20-2
AFG-000968;región E;Falta Servicio;20/2/18
AFG-000796;región F;Falta Servicio;20 de febrero de 2018
AFG-002128;región E;No reconoce producto;2018-21-2
AFG-002013;región B;Facturación;2018-21-2
AFG-000935;región A;Facturación;21/2/18
AFG-002723;región B;Falta Servicio;22-2-2018
AFG-000849;región D;Facturación;22 de febrero de 2018
AFG-000390;región C;Falta Servicio;22 de febrero de 2018
AFG-000304;región B;Falta Servicio;23 de febrero de 2018
AFG-000147;región C;Instalación pendiente;23 de febrero de 2018
AFG-000119;región F;Facturación;23 de febrero de 2018
AFG-003267;región A;No reconoce producto;24/2/2018
AFG-002680;región C;Falta Servicio;24-2-2018
AFG-000248;región B;Facturación;24 de febrero de 2018
AFG-002192;región E;Facturación;2018-25-2
AFG-001828;región D;Facturación;25/2/18
AFG-000791;región A;Facturación;25 de febrero de 2018
AFG-002131;región E;Facturación;2018-26-2
AFG-001277;región C;Facturación;26/2/18
AFG-000420;región F;Instalación pendiente;26 de febrero de 2018
AFG-002247;región C;Falta Servicio;2018-27-2
AFG-002014;región B;Facturación;2018-27-2
AFG-001323;región D;Falta Servicio;27/2/18
AFG-003255;región F;Falta Servicio;28/2/2018
AFG-001587;región D;Falta Servicio;28/2/18
AFG-000595;región E;Facturación;28 de febrero de 2018
AFG-003193;región C;Facturación;1/3/2018
AFG-003085;región F;Facturación;1/3/2018
AFG-000004;región B;Cambio de Producto;1 de marzo de 2018
AFG-002665;región D;Facturación;2-3-2018
AFG-001611;región C;Falta Servicio;2/3/18
AFG-000604;región E;Facturación;2 de marzo de 2018
AFG-002906;región B;No reconoce producto;3/3/2018
AFG-002331;región D;Facturación;2018-3-3
AFG-000287;región C;Facturación;3 de marzo de 2018
AFG-001930;región E;Facturación;2018-4-3
AFG-001603;región C;No reconoce producto;4/3/18
AFG-000621;región B;Facturación;4 de marzo de 2018
AFG-001799;región A;Falta Servicio;5/3/18
AFG-001524;región D;Facturación;5/3/18
AFG-000794;región C;Facturación;5 de marzo de 2018
AFG-001498;región B;No reconoce producto;6/3/18
AFG-000894;región A;Facturación;6 de marzo de 2018
AFG-000763;región C;Falta Servicio;6 de marzo de 2018
AFG-002771;región E;Facturación;7/3/2018
AFG-002432;región A;Facturación;2018-7-3
AFG-001992;región D;Facturación;2018-7-3
AFG-003146;región D;Facturación;8/3/2018
AFG-000448;región A;Falta Servicio;8 de marzo de 2018
AFG-000142;región F;Falta Servicio;8 de marzo de 2018
AFG-002348;región E;No reconoce producto;2018-9-3
AFG-001663;región F;Falta Servicio;9/3/18
AFG-000165;región D;Facturación;9 de marzo de 2018
AFG-002671;región C;Falta Servicio;10-3-2018
AFG-001375;región F;Facturación;10/3/18
AFG-000741;región B;No reconoce producto;10 de marzo de 2018
AFG-002388;región A;Facturación;2018-11-3
AFG-001685;región F;Falta Servicio;11/3/18
AFG-000754;región E;Falta Servicio;11 de marzo de 2018
AFG-001753;región C;No reconoce producto;12/3/18
AFG-001476;región E;No reconoce producto;12/3/18
AFG-000211;región F;Falta Servicio;12 de marzo de 2018
AFG-003243;región D;Facturación;13/3/2018
AFG-001958;región E;Facturación;2018-13-3
AFG-001921;región C;Facturación;2018-13-3
AFG-002676;región C;Instalación pendiente;14-3-2018
AFG-000984;región D;Instalación pendiente;14/3/18
AFG-000415;región B;Facturación;14 de marzo de 2018
AFG-002219;región E;Actualiza datos;2018-15-3
AFG-001208;región A;Facturación;15/3/18
AFG-000368;región D;Instalación pendiente;15 de marzo de 2018
AFG-001616;región E;Falta Servicio;16/3/18
AFG-001249;región F;Cambio de Producto;16/3/18
AFG-001125;región A;Facturación;16/3/18
AFG-002284;región F;Falta Servicio;2018-17-3
AFG-001882;región E;Facturación;2018-17-3
AFG-000530;región A;Facturación;17 de marzo de 2018
AFG-003145;región B;Falta Servicio;18/3/2018
AFG-002476;región F;Facturación;2018-18-3
AFG-000409;región C;No reconoce producto;18 de marzo de 2018
AFG-002910;región F;Actualiza datos;19/3/2018
AFG-001143;región D;Falta Servicio;19/3/18
AFG-000201;región C;Facturación;19 de marzo de 2018
AFG-003262;región C;Falta Servicio;20/3/2018
AFG-002357;región B;Facturación;2018-20-3
AFG-000344;región F;Cambio de Producto;20 de marzo de 2018
AFG-002413;región F;Falta Servicio;2018-21-3
AFG-001811;región E;Cambio de Producto;21/3/18
AFG-000496;región C;Facturación;21 de marzo de 2018
AFG-001825;región F;Falta Servicio;22/3/18
AFG-001569;región C;Facturación;22/3/18
AFG-001419;región A;Instalación pendiente;22/3/18
AFG-002902;región E;Instalación pendiente;23/3/2018
AFG-001689;región F;Facturación;23/3/18
AFG-000054;región B;Facturación;23 de marzo de 2018
AFG-002370;región C;No reconoce producto;2018-24-3
AFG-000893;región F;Facturación;24 de marzo de 2018
AFG-000078;región A;Falta Servicio;24 de marzo de 2018
AFG-003148;región F;Instalación pendiente;25/3/2018
AFG-002514;región A;Cambio de Producto;2018-25-3
AFG-000315;región B;Facturación;25 de marzo de 2018
AFG-002043;región E;Actualiza datos;2018-26-3
AFG-001795;región B;Instalación pendiente;26/3/18
AFG-000254;región A;Falta Servicio;26 de marzo de 2018
AFG-001633;región F;Falta Servicio;27/3/18
AFG-001192;región A;Instalación pendiente;27/3/18
AFG-000187;región B;No reconoce producto;27 de marzo de 2018
AFG-002578;región D;Falta Servicio;2018-28-3
AFG-001846;región A;Facturación;28/3/18
AFG-001546;región B;Actualiza datos;28/3/18
AFG-001482;región A;Facturación;29/3/18
AFG-001132;región B;Facturación;29/3/18
AFG-000488;región C;Facturación;29 de marzo de 2018
AFG-002664;región B;Facturación;30-3-2018
AFG-000240;región F;Falta Servicio;30 de marzo de 2018
AFG-000065;región E;No reconoce producto;30 de marzo de 2018
AFG-002929;región A;Facturación;31/3/2018
AFG-002800;región F;Facturación;31/3/2018
AFG-000263;región D;Facturación;31 de marzo de 2018
AFG-003128;región B;Actualiza datos;1/4/2018
AFG-000510;región E;Falta Servicio;1 de abril de 2018
AFG-000268;región F;No reconoce producto;1 de abril de 2018
AFG-002644;región A;Facturación;2-4-2018
AFG-001819;región F;Falta Servicio;2/4/18
AFG-001248;región D;Falta Servicio;2/4/18
AFG-002869;región D;Falta Servicio;3/4/2018
AFG-002540;región A;Actualiza datos;2018-3-4
AFG-000919;región B;Falta Servicio;3 de abril de 2018
AFG-001784;región D;Cambio de Producto;4/4/18
AFG-001307;región A;Falta Servicio;4/4/18
AFG-001179;región E;Instalación pendiente;4/4/18
AFG-002675;región A;Cambio de Producto;5-4-2018
AFG-001599;región D;Falta Servicio;5/4/18
AFG-001580;región C;Falta Servicio;5/4/18
AFG-002049;región B;No reconoce producto;2018-6-4
AFG-001060;región E;Falta Servicio;6/4/18
AFG-000674;región A;Falta Servicio;6 de abril de 2018
AFG-003014;región B;No reconoce producto;7/4/2018
AFG-002950;región E;Falta Servicio;7/4/2018
AFG-001966;región F;Falta Servicio;2018-7-4
AFG-001301;región D;Falta Servicio;8/4/18
AFG-001197;región C;Falta Servicio;8/4/18
AFG-000404;región F;Falta Servicio;8 de abril de 2018
AFG-002494;región E;Falta Servicio;2018-9-4
AFG-001814;región D;Cambio de Producto;9/4/18
AFG-000486;región B;Facturación;9 de abril de 2018
AFG-003023;región F;Actualiza datos;10/4/2018
AFG-002140;región D;Falta Servicio;2018-10-4
AFG-000886;región E;Cambio de Producto;10 de abril de 2018
AFG-001757;región B;Facturación;11/4/18
AFG-001056;región C;Actualiza datos;11/4/18
AFG-000875;región E;Falta Servicio;11 de abril de 2018
AFG-001880;región B;Facturación;2018-12-4
AFG-001381;región A;Facturación;12/4/18
AFG-000745;región F;Actualiza datos;12 de abril de 2018
AFG-002493;región D;Falta Servicio;2018-13-4
AFG-000397;región A;Facturación;13 de abril de 2018
AFG-000111;región B;Falta Servicio;13 de abril de 2018
AFG-002423;región E;Facturación;2018-14-4
AFG-001578;región B;Falta Servicio;14/4/18
AFG-000381;región A;Facturación;14 de abril de 2018
AFG-003066;región F;Falta Servicio;15/4/2018
AFG-002414;región B;Facturación;2018-15-4
AFG-000940;región C;No reconoce producto;15/4/18
AFG-002684;región A;Facturación;16-4-2018
AFG-001556;región B;Falta Servicio;16/4/18
AFG-000081;región F;Actualiza datos;16 de abril de 2018
AFG-001423;región E;Facturación;17/4/18
AFG-001321;región F;Instalación pendiente;17/4/18
AFG-000300;región D;Falta Servicio;17 de abril de 2018
AFG-002959;región E;Facturación;18/4/2018
AFG-000932;región C;Facturación;18 de abril de 2018
AFG-000790;región D;Actualiza datos;18 de abril de 2018
AFG-003306;región A;Instalación pendiente;19/4/2018
AFG-002853;región E;Facturación;19/4/2018
AFG-000548;región B;Instalación pendiente;19 de abril de 2018
AFG-003173;región B;Facturación;20/4/2018
AFG-002285;región E;Cambio de Producto;2018-20-4
AFG-000826;región D;No reconoce producto;20 de abril de 2018
AFG-001627;región E;Falta Servicio;21/4/18
AFG-001185;región F;Facturación;21/4/18
AFG-000272;región D;Falta Servicio;21 de abril de 2018
AFG-001726;región F;Facturación;22/4/18
AFG-000990;región A;Falta Servicio;22/4/18
AFG-000866;región B;Facturación;22 de abril de 2018
AFG-002301;región C;Falta Servicio;2018-23-4
AFG-000825;región E;No reconoce producto;23 de abril de 2018
AFG-000380;región D;Falta Servicio;23 de abril de 2018
AFG-002434;región A;Facturación;2018-24-4
AFG-002143;región D;Facturación;2018-24-4
AFG-000357;región C;Facturación;24 de abril de 2018
AFG-002759;región E;Falta Servicio;25/4/2018
AFG-001299;región A;Falta Servicio;25/4/18
AFG-001187;región F;Falta Servicio;25/4/18
AFG-002975;región B;Facturación;26/4/2018
AFG-001206;región C;No reconoce producto;26/4/18
AFG-001142;región D;Instalación pendiente;26/4/18
AFG-002382;región B;Falta Servicio;2018-27-4
AFG-001977;región C;Facturación;2018-27-4
AFG-000097;región A;Falta Servicio;27 de abril de 2018
AFG-000749;región A;Falta Servicio;28 de abril de 2018
AFG-000612;región C;Falta Servicio;28 de abril de 2018
AFG-000531;región D;Actualiza datos;28 de abril de 2018
AFG-002252;región B;Cambio de Producto;2018-29-4
AFG-002152;región D;No reconoce producto;2018-29-4
AFG-001496;región A;Actualiza datos;29/4/18
AFG-001617;región E;Falta Servicio;30/4/18
AFG-001429;región F;Falta Servicio;30/4/18
AFG-000928;región A;Cambio de Producto;30 de abril de 2018
AFG-001629;región B;Cambio de Producto;1/5/18
AFG-001150;región E;Facturación;1/5/18
AFG-000491;región F;No reconoce producto;1 de mayo de 2018
AFG-001468;región E;Falta Servicio;2/5/18
AFG-001373;región B;Falta Servicio;2/5/18
AFG-000631;región A;Falta Servicio;2 de mayo de 2018
AFG-002652;región C;Falta Servicio;3-5-2018
AFG-001102;región D;Actualiza datos;3/5/18
AFG-001086;región F;Falta Servicio;3/5/18
AFG-001391;región E;Instalación pendiente;4/5/18
AFG-001219;región F;Facturación;4/5/18
AFG-001154;región C;Facturación;4/5/18
AFG-001061;región B;Actualiza datos;5/5/18
AFG-000614;región E;No reconoce producto;5 de mayo de 2018
AFG-000316;región A;No reconoce producto;5 de mayo de 2018
AFG-001374;región F;Cambio de Producto;6/5/18
AFG-000850;región E;Facturación;6 de mayo de 2018
AFG-000841;región D;Falta Servicio;6 de mayo de 2018
AFG-001679;región B;Falta Servicio;7/5/18
AFG-001081;región A;Facturación;7/5/18
AFG-000580;región F;Actualiza datos;7 de mayo de 2018
AFG-001957;región E;Actualiza datos;2018-8-5
AFG-001183;región F;Actualiza datos;8/5/18
AFG-000889;región B;Falta Servicio;8 de mayo de 2018
AFG-001501;región B;Facturación;9/5/18
AFG-001464;región E;Facturación;9/5/18
AFG-001283;región A;Facturación;9/5/18
AFG-002758;región E;Falta Servicio;10/5/2018
AFG-002457;región B;Facturación;2018-10-5
AFG-001735;región F;Facturación;10/5/18
AFG-002835;región C;Actualiza datos;11/5/2018
AFG-001379;región A;Facturación;11/5/18
AFG-000114;región B;Falta Servicio;11 de mayo de 2018
AFG-003242;región C;Facturación;12/5/2018
AFG-002720;región F;Falta Servicio;12-5-2018
AFG-000106;región A;Facturación;12 de mayo de 2018
AFG-001469;región D;Falta Servicio;13/5/18
AFG-001171;región E;Facturación;13/5/18
AFG-000829;región B;Facturación;13 de mayo de 2018
AFG-002339;región B;Falta Servicio;2018-14-5
AFG-001550;región E;Facturación;14/5/18
AFG-000271;región C;Falta Servicio;14 de mayo de 2018
AFG-003094;región E;Instalación pendiente;15/5/2018
AFG-002789;región F;Falta Servicio;15/5/2018
AFG-002360;región A;Falta Servicio;2018-15-5
AFG-002866;región C;Actualiza datos;16/5/2018
AFG-002109;región D;Instalación pendiente;2018-16-5
AFG-000945;región A;Cambio de Producto;16/5/18
AFG-002768;región E;Falta Servicio;17/5/2018
AFG-001004;región F;Falta Servicio;17/5/18
AFG-000011;región A;Falta Servicio;17 de mayo de 2018
AFG-003035;región C;Facturación;18/5/2018
AFG-002489;región E;Falta Servicio;2018-18-5
AFG-000104;región D;Falta Servicio;18 de mayo de 2018
AFG-003299;región D;Facturación;19/5/2018
AFG-002410;región F;Actualiza datos;2018-19-5
AFG-000578;región A;Falta Servicio;19 de mayo de 2018
AFG-001697;región C;Falta Servicio;20/5/18
AFG-001159;región E;Falta Servicio;20/5/18
AFG-000923;región B;Falta Servicio;20 de mayo de 2018
AFG-003036;región A;Facturación;21/5/2018
AFG-001780;región F;Facturación;21/5/18
AFG-000664;región E;Actualiza datos;21 de mayo de 2018
AFG-002727;región C;Actualiza datos;22-5-2018
AFG-002692;región A;Falta Servicio;22-5-2018
AFG-000504;región B;Falta Servicio;22 de mayo de 2018
AFG-002134;región D;Actualiza datos;2018-23-5
AFG-001969;región C;Instalación pendiente;2018-23-5
AFG-001297;región E;Facturación;23/5/18
AFG-003152;región B;Facturación;24/5/2018
AFG-000127;región D;Instalación pendiente;24 de mayo de 2018
AFG-000012;región E;Instalación pendiente;24 de mayo de 2018
AFG-003108;región A;Cambio de Producto;25/5/2018
AFG-002972;región F;Falta Servicio;25/5/2018
AFG-001221;región E;Falta Servicio;25/5/18
AFG-002734;región E;Falta Servicio;26-5-2018
AFG-002663;región C;Cambio de Producto;26-5-2018
AFG-000934;región B;Falta Servicio;26/5/18
AFG-002484;región B;Falta Servicio;2018-27-5
AFG-002227;región D;Actualiza datos;2018-27-5
AFG-001671;región E;No reconoce producto;27/5/18
AFG-002735;región E;Cambio de Producto;28-5-2018
AFG-001342;región B;Falta Servicio;28/5/18
AFG-000377;región D;Instalación pendiente;28 de mayo de 2018
AFG-001979;región B;Facturación;2018-29-5
AFG-001742;región C;Facturación;29/5/18
AFG-000685;región D;Actualiza datos;29 de mayo de 2018
AFG-003254;región B;Falta Servicio;30/5/2018
AFG-001450;región E;Facturación;30/5/18
AFG-000227;región C;Facturación;30 de mayo de 2018
AFG-002859;región F;Facturación;31/5/2018
AFG-002660;región B;Falta Servicio;31-5-2018
AFG-002326;región C;Facturación;2018-31-5
AFG-003090;región D;Falta Servicio;1/6/2018
AFG-002422;región A;Facturación;2018-1-6
AFG-001864;región E;Falta Servicio;1/6/18
AFG-001883;región D;Instalación pendiente;2018-2-6
AFG-001765;región C;Falta Servicio;2/6/18
AFG-001074;región A;Facturación;2/6/18
AFG-003125;región C;Facturación;3/6/2018
AFG-001764;región A;Cambio de Producto;3/6/18
AFG-001163;región B;Falta Servicio;3/6/18
AFG-003258;región A;Falta Servicio;4/6/2018
AFG-003188;región B;Falta Servicio;4/6/2018
AFG-002697;región E;No reconoce producto;4-6-2018
AFG-002220;región B;Falta Servicio;2018-5-6
AFG-000954;región C;Falta Servicio;5/6/18
AFG-000901;región D;Falta Servicio;5 de junio de 2018
AFG-001119;región A;Falta Servicio;6/6/18
AFG-000964;región B;Cambio de Producto;6/6/18
AFG-000021;región D;No reconoce producto;6 de junio de 2018
AFG-003079;región D;Facturación;7/6/2018
AFG-001606;región F;Facturación;7/6/18
AFG-001106;región A;Facturación;7/6/18
AFG-002375;región B;Falta Servicio;2018-8-6
AFG-000933;región F;Falta Servicio;8/6/18
AFG-000186;región C;No reconoce producto;8 de junio de 2018
AFG-003046;región F;No reconoce producto;9/6/2018
AFG-001479;región B;Facturación;9/6/18
AFG-001039;región A;Falta Servicio;9/6/18
AFG-001669;región A;Facturación;10/6/18
AFG-001189;región B;Falta Servicio;10/6/18
AFG-000967;región C;Falta Servicio;10/6/18
AFG-002102;región F;Facturación;2018-11-6
AFG-001950;región C;Facturación;2018-11-6
AFG-000869;región E;Falta Servicio;11 de junio de 2018
AFG-002590;región B;Falta Servicio;2018-12-6
AFG-001519;región F;Cambio de Producto;12/6/18
AFG-000681;región C;Instalación pendiente;12 de junio de 2018
AFG-002231;región A;Falta Servicio;2018-13-6
AFG-001415;región C;Actualiza datos;13/6/18
AFG-001300;región B;No reconoce producto;13/6/18
AFG-003121;región F;Instalación pendiente;14/6/2018
AFG-002921;región E;Cambio de Producto;14/6/2018
AFG-000233;región A;Facturación;14 de junio de 2018
AFG-002463;región A;Facturación;2018-15-6
AFG-000506;región F;Falta Servicio;15 de junio de 2018
AFG-000129;región D;Facturación;15 de junio de 2018
AFG-003168;región C;Facturación;16/6/2018
AFG-002677;región E;Facturación;16-6-2018
AFG-000575;región B;Facturación;16 de junio de 2018
AFG-001396;región A;Facturación;17/6/18
AFG-000594;región F;Cambio de Producto;17 de junio de 2018
AFG-000310;región E;No reconoce producto;17 de junio de 2018
AFG-001572;región A;No reconoce producto;18/6/18
AFG-001035;región C;Falta Servicio;18/6/18
AFG-000714;región F;Facturación;18 de junio de 2018
AFG-003109;región F;Falta Servicio;19/6/2018
AFG-001630;región D;Actualiza datos;19/6/18
AFG-000246;región A;Facturación;19 de junio de 2018
AFG-003149;región B;Facturación;20/6/2018
AFG-001965;región F;Actualiza datos;2018-20-6
AFG-000006;región C;Cambio de Producto;20 de junio de 2018
AFG-002572;región C;Actualiza datos;2018-21-6
AFG-002371;región E;Facturación;2018-21-6
AFG-000668;región F;Facturación;21 de junio de 2018
AFG-002095;región A;Facturación;2018-22-6
AFG-001752;región B;Facturación;22/6/18
AFG-000646;región E;Falta Servicio;22 de junio de 2018
AFG-002986;región A;Facturación;23/6/2018
AFG-000023;región E;Facturación;23 de junio de 2018
AFG-000000;región F;Facturación;23 de junio de 2018
AFG-003000;región F;Facturación;24/6/2018
AFG-002347;región A;Facturación;2018-24-6
AFG-001444;región E;Falta Servicio;24/6/18
AFG-001497;región E;Instalación pendiente;25/6/18
AFG-000718;región C;Falta Servicio;25 de junio de 2018
AFG-000257;región D;Falta Servicio;25 de junio de 2018
AFG-003056;región D;Facturación;26/6/2018
AFG-002639;región C;Falta Servicio;26-6-2018
AFG-001046;región B;Instalación pendiente;26/6/18
AFG-002595;región A;Facturación;2018-27-6
AFG-002361;región C;Facturación;2018-27-6
AFG-001739;región F;Falta Servicio;27/6/18
AFG-002788;región D;Facturación;28/6/2018
AFG-001961;región B;Falta Servicio;2018-28-6
AFG-001370;región C;Facturación;28/6/18
AFG-003103;región D;Facturación;29/6/2018
AFG-002618;región E;No reconoce producto;29-6-2018
AFG-002051;región A;Falta Servicio;2018-29-6
AFG-002718;región D;Instalación pendiente;30-6-2018
AFG-000616;región C;Actualiza datos;30 de junio de 2018
AFG-000411;región E;Facturación;30 de junio de 2018
AFG-002567;región B;Facturación;2018-1-7
AFG-002472;región F;Actualiza datos;2018-1-7
AFG-002255;región E;Falta Servicio;2018-1-7
AFG-002605;región A;Instalación pendiente;2018-2-7
AFG-000511;región B;Falta Servicio;2 de julio de 2018
AFG-000224;región C;Instalación pendiente;2 de julio de 2018
AFG-002564;región A;Falta Servicio;2018-3-7
AFG-001596;región F;Falta Servicio;3/7/18
AFG-000619;región B;Cambio de Producto;3 de julio de 2018
AFG-003230;región C;Facturación;4/7/2018
AFG-002559;región F;No reconoce producto;2018-4-7
AFG-000502;región A;Facturación;4 de julio de 2018
AFG-001962;región B;Cambio de Producto;2018-5-7
AFG-001762;región C;No reconoce producto;5/7/18
AFG-000293;región A;Falta Servicio;5 de julio de 2018
AFG-002027;región D;Falta Servicio;2018-6-7
AFG-000982;región F;Facturación;6/7/18
AFG-000406;región E;Falta Servicio;6 de julio de 2018
AFG-001942;región C;Falta Servicio;2018-7-7
AFG-001214;región B;Facturación;7/7/18
AFG-000244;región A;Cambio de Producto;7 de julio de 2018
AFG-002306;región E;Facturación;2018-8-7
AFG-002106;región B;Cambio de Producto;2018-8-7
AFG-000322;región D;Instalación pendiente;8 de julio de 2018
AFG-000641;región D;Falta Servicio;9 de julio de 2018
AFG-000479;región A;Facturación;9 de julio de 2018
AFG-000280;región F;Instalación pendiente;9 de julio de 2018
AFG-000386;región A;Instalación pendiente;10 de julio de 2018
AFG-000348;región C;No reconoce producto;10 de julio de 2018
AFG-000279;región D;Facturación;10 de julio de 2018
AFG-003158;región A;Falta Servicio;11/7/2018
AFG-003059;región B;Falta Servicio;11/7/2018
AFG-002475;región F;Falta Servicio;2018-11-7
AFG-002767;región D;Falta Servicio;12/7/2018
AFG-000570;región E;Facturación;12 de julio de 2018
AFG-000402;región A;Instalación pendiente;12 de julio de 2018
AFG-001460;región D;Falta Servicio;13/7/18
AFG-000983;región B;Facturación;13/7/18
AFG-000691;región E;Falta Servicio;13 de julio de 2018
AFG-002880;región F;Falta Servicio;14/7/2018
AFG-001734;región E;No reconoce producto;14/7/18
AFG-000637;región A;Facturación;14 de julio de 2018
AFG-003083;región B;Instalación pendiente;15/7/2018
AFG-000694;región C;Facturación;15 de julio de 2018
AFG-000625;región F;Instalación pendiente;15 de julio de 2018
AFG-002753;región D;Actualiza datos;16/7/2018
