id_cliente;tx_zona;tx_reclamo;fc_reclamo
AFG-000305;región F;Facturación;2018-01-22
AFG-001899;región B;Facturación;2018-01-23
AFG-001427;región A;Facturación;2018-01-23
AFG-000567;región E;Falta Servicio;2018-01-23
AFG-003069;región A;Falta Servicio;2018-01-24
AFG-002153;región C;Facturación;2018-01-24
AFG-000243;región D;Falta Servicio;2018-01-24
AFG-002585;región D;Facturación;2018-01-25
AFG-001834;región C;Cambio de Producto;2018-01-25
AFG-001395;región E;Falta Servicio;2018-01-25
AFG-002046;región A;Facturación;2018-01-26
AFG-001239;región F;Facturación;2018-01-26
AFG-000198;región E;Facturación;2018-01-26
AFG-003289;región B;Facturación;2018-01-27
AFG-002398;región A;Facturación;2018-01-27
AFG-001917;región D;Facturación;2018-01-27
AFG-002668;región B;Facturación;2018-01-28
AFG-002608;región C;Instalación pendiente;2018-01-28
AFG-002574;región D;Facturación;2018-01-28
AFG-001920;región E;Falta Servicio;2018-01-29
AFG-001717;región F;No reconoce producto;2018-01-29
AFG-000638;región B;Falta Servicio;2018-01-29
AFG-003165;región F;Falta Servicio;2018-01-30
AFG-000608;región A;Facturación;2018-01-30
AFG-000338;región C;Falta Servicio;2018-01-30
AFG-002808;región C;Falta Servicio;2018-01-31
AFG-002101;región B;Instalación pendiente;2018-01-31
AFG-001350;región A;Instalación pendiente;2018-01-31
AFG-001645;región A;Instalación pendiente;2018-02-01
AFG-001414;región F;Actualiza datos;2018-02-01
AFG-000141;región C;Facturación;2018-02-01
AFG-003278;región D;Falta Servicio;2018-02-02
AFG-001545;región E;Facturación;2018-02-02
AFG-000716;región A;Facturación;2018-02-02
AFG-002685;región F;Facturación;2018-02-03
AFG-001990;región D;No reconoce producto;2018-03-02
AFG-000442;región C;Falta Servicio;2018-02-03
AFG-002292;región E;Facturación;2018-04-02
AFG-001013;región D;Facturación;2018-02-04
AFG-000659;región A;Cambio de Producto;2018-02-04
AFG-002358;región C;Actualiza datos;2018-05-02
AFG-001507;región B;Actualiza datos;2018-02-05
AFG-000278;región D;Facturación;2018-02-05
AFG-002670;región F;Facturación;2018-02-06
AFG-001111;región C;Falta Servicio;2018-02-06
AFG-000739;región A;Facturación;2018-02-06
AFG-003141;región B;Facturación;2018-02-07
AFG-002577;región C;Falta Servicio;2018-07-02
AFG-000369;región D;Cambio de Producto;2018-02-07
AFG-002277;región F;Instalación pendiente;2018-08-02
AFG-001435;región A;Facturación;2018-02-08
AFG-000463;región E;Facturación;2018-02-08
AFG-002843;región D;Falta Servicio;2018-02-09
AFG-002004;región E;Falta Servicio;2018-09-02
AFG-000527;región F;Instalación pendiente;2018-02-09
AFG-002955;región A;Falta Servicio;2018-02-10
AFG-002881;región B;Falta Servicio;2018-02-10
AFG-002290;región D;Falta Servicio;2018-10-02
AFG-003151;región B;Facturación;2018-02-11
AFG-001909;región A;Cambio de Producto;2018-11-02
AFG-000747;región E;Facturación;2018-02-11
AFG-002792;región F;Falta Servicio;2018-02-12
AFG-001935;región E;Facturación;2018-12-02
AFG-001539;región A;Falta Servicio;2018-02-12
AFG-002911;región A;Falta Servicio;2018-02-13
AFG-002461;región F;Falta Servicio;2018-02-13
AFG-001608;región B;Falta Servicio;2018-02-13
AFG-002047;región B;Falta Servicio;2018-02-14
AFG-000789;región C;Falta Servicio;2018-02-14
AFG-000722;región A;Falta Servicio;2018-02-14
AFG-003106;región F;Falta Servicio;2018-02-15
AFG-002645;región C;Falta Servicio;2018-02-15
AFG-000585;región D;Facturación;2018-02-15
AFG-002630;región B;Falta Servicio;2018-02-16
AFG-002314;región E;Falta Servicio;2018-02-16
AFG-000387;región D;Falta Servicio;2018-02-16
AFG-000811;región E;Falta Servicio;2018-02-17
AFG-000735;región A;Facturación;2018-02-17
AFG-000425;región D;Facturación;2018-02-17
AFG-002354;región A;Falta Servicio;2018-02-18
AFG-001933;región F;Facturación;2018-02-18
AFG-001691;región E;Facturación;2018-02-18
AFG-002581;región D;Falta Servicio;2018-02-19
AFG-001701;región F;Falta Servicio;2018-02-19
AFG-001235;región C;Falta Servicio;2018-02-19
AFG-002023;región A;Actualiza datos;2018-02-20
AFG-000968;región E;Falta Servicio;2018-02-20
AFG-000796;región F;Falta Servicio;2018-02-20
AFG-002128;región E;No reconoce producto;2018-02-21
AFG-002013;región B;Facturación;2018-02-21
AFG-000935;región A;Facturación;2018-02-21
AFG-002723;región B;Falta Servicio;2018-02-22
AFG-000849;región D;Facturación;2018-02-22
AFG-000390;región C;Falta Servicio;2018-02-22
AFG-000304;región B;Falta Servicio;2018-02-23
AFG-000147;región C;Instalación pendiente;2018-02-23
AFG-000119;región F;Facturación;2018-02-23
AFG-003267;región A;No reconoce producto;2018-02-24
AFG-002680;región C;Falta Servicio;2018-02-24
AFG-000248;región B;Facturación;2018-02-24
AFG-002192;región E;Facturación;2018-02-25
AFG-001828;región D;Facturación;2018-02-25
AFG-000791;región A;Facturación;2018-02-25
AFG-002131;región E;Facturación;2018-02-26
AFG-001277;región C;Facturación;2018-02-26
AFG-000420;región F;Instalación pendiente;2018-02-26
AFG-002247;región C;Falta Servicio;2018-02-27
AFG-002014;región B;Facturación;2018-02-27
AFG-001323;región D;Falta Servicio;2018-02-27
AFG-003255;región F;Falta Servicio;2018-02-28
AFG-001587;región D;Falta Servicio;2018-02-28
AFG-000595;región E;Facturación;2018-02-28
AFG-003193;región C;Facturación;2018-03-01
AFG-003085;región F;Facturación;2018-03-01
AFG-000004;región B;Cambio de Producto;2018-03-01
AFG-002665;región D;Facturación;2018-03-02
AFG-001611;región C;Falta Servicio;2018-03-02
AFG-000604;región E;Facturación;2018-03-02
AFG-002906;región B;No reconoce producto;2018-03-03
AFG-002331;región D;Facturación;2018-03-03
AFG-000287;región C;Facturación;2018-03-03
AFG-001930;región E;Facturación;2018-04-03
AFG-001603;región C;No reconoce producto;2018-03-04
AFG-000621;región B;Facturación;2018-03-04
AFG-001799;región A;Falta Servicio;2018-03-05
AFG-001524;región D;Facturación;2018-03-05
AFG-000794;región C;Facturación;2018-03-05
AFG-001498;región B;No reconoce producto;2018-03-06
AFG-000894;región A;Facturación;2018-03-06
AFG-000763;región C;Falta Servicio;2018-03-06
AFG-002771;región E;Facturación;2018-03-07
AFG-002432;región A;Facturación;2018-07-03
AFG-001992;región D;Facturación;2018-07-03
AFG-003146;región D;Facturación;2018-03-08
AFG-000448;región A;Falta Servicio;2018-03-08
AFG-000142;región F;Falta Servicio;2018-03-08
AFG-002348;región E;No reconoce producto;2018-09-03
AFG-001663;región F;Falta Servicio;2018-03-09
AFG-000165;región D;Facturación;2018-03-09
AFG-002671;región C;Falta Servicio;2018-03-10
AFG-001375;región F;Facturación;2018-03-10
AFG-000741;región B;No reconoce producto;2018-03-10
AFG-002388;región A;Facturación;2018-11-03
AFG-001685;región F;Falta Servicio;2018-03-11
AFG-000754;región E;Falta Servicio;2018-03-11
AFG-001753;región C;No reconoce producto;2018-03-12
AFG-001476;región E;No reconoce producto;2018-03-12
AFG-000211;región F;Falta Servicio;2018-03-12
AFG-003243;región D;Facturación;2018-03-13
AFG-001958;región E;Facturación;2018-03-13
AFG-001921;región C;Facturación;2018-03-13
AFG-002676;región C;Instalación pendiente;2018-03-14
AFG-000984;región D;Instalación pendiente;2018-03-14
AFG-000415;región B;Facturación;2018-03-14
AFG-002219;región E;Actualiza datos;2018-03-15
AFG-001208;región A;Facturación;2018-03-15
AFG-000368;región D;Instalación pendiente;2018-03-15
AFG-001616;región E;Falta Servicio;2018-03-16
AFG-001249;región F;Cambio de Producto;2018-03-16
AFG-001125;región A;Facturación;2018-03-16
AFG-002284;región F;Falta Servicio;2018-03-17
AFG-001882;región E;Facturación;2018-03-17
AFG-000530;región A;Facturación;2018-03-17
AFG-003145;región B;Falta Servicio;2018-03-18
AFG-002476;región F;Facturación;2018-03-18
AFG-000409;región C;No reconoce producto;2018-03-18
AFG-002910;región F;Actualiza datos;2018-03-19
AFG-001143;región D;Falta Servicio;2018-03-19
AFG-000201;región C;Facturación;2018-03-19
AFG-003262;región C;Falta Servicio;2018-03-20
AFG-002357;región B;Facturación;2018-03-20
AFG-000344;región F;Cambio de Producto;2018-03-20
AFG-002413;región F;Falta Servicio;2018-03-21
AFG-001811;región E;Cambio de Producto;2018-03-21
AFG-000496;región C;Facturación;2018-03-21
AFG-001825;región F;Falta Servicio;2018-03-22
AFG-001569;región C;Facturación;2018-03-22
AFG-001419;región A;Instalación pendiente;2018-03-22
AFG-002902;región E;Instalación pendiente;2018-03-23
AFG-001689;región F;Facturación;2018-03-23
AFG-000054;región B;Facturación;2018-03-23
AFG-002370;región C;No reconoce producto;2018-03-24
AFG-000893;región F;Facturación;2018-03-24
AFG-000078;región A;Falta Servicio;2018-03-24
AFG-003148;región F;Instalación pendiente;2018-03-25
AFG-002514;región A;Cambio de Producto;2018-03-25
AFG-000315;región B;Facturación;2018-03-25
AFG-002043;región E;Actualiza datos;2018-03-26
AFG-001795;región B;Instalación pendiente;2018-03-26
AFG-000254;región A;Falta Servicio;2018-03-26
AFG-001633;región F;Falta Servicio;2018-03-27
AFG-001192;región A;Instalación pendiente;2018-03-27
AFG-000187;región B;No reconoce producto;2018-03-27
AFG-002578;región D;Falta Servicio;2018-03-28
AFG-001846;región A;Facturación;2018-03-28
AFG-001546;región B;Actualiza datos;2018-03-28
AFG-001482;región A;Facturación;2018-03-29
AFG-001132;región B;Facturación;2018-03-29
AFG-000488;región C;Facturación;2018-03-29
AFG-002664;región B;Facturación;2018-03-30
AFG-000240;región F;Falta Servicio;2018-03-30
AFG-000065;región E;No reconoce producto;2018-03-30
AFG-002929;región A;Facturación;2018-03-31
AFG-002800;región F;Facturación;2018-03-31
AFG-000263;región D;Facturación;2018-03-31
AFG-003128;región B;Actualiza datos;2018-04-01
AFG-000510;región E;Falta Servicio;2018-04-01
AFG-000268;región F;No reconoce producto;2018-04-01
AFG-002644;región A;Facturación;2018-04-02
AFG-001819;región F;Falta Servicio;2018-04-02
AFG-001248;región D;Falta Servicio;2018-04-02
AFG-002869;región D;Falta Servicio;2018-04-03
AFG-002540;región A;Actualiza datos;2018-03-04
AFG-000919;región B;Falta Servicio;2018-04-03
AFG-001784;región D;Cambio de Producto;2018-04-04
AFG-001307;región A;Falta Servicio;2018-04-04
AFG-001179;región E;Instalación pendiente;2018-04-04
AFG-002675;región A;Cambio de Producto;2018-04-05
AFG-001599;región D;Falta Servicio;2018-04-05
AFG-001580;región C;Falta Servicio;2018-04-05
AFG-002049;región B;No reconoce producto;2018-06-04
AFG-001060;región E;Falta Servicio;2018-04-06
AFG-000674;región A;Falta Servicio;2018-04-06
AFG-003014;región B;No reconoce producto;2018-04-07
AFG-002950;región E;Falta Servicio;2018-04-07
AFG-001966;región F;Falta Servicio;2018-07-04
AFG-001301;región D;Falta Servicio;2018-04-08
AFG-001197;región C;Falta Servicio;2018-04-08
AFG-000404;región F;Falta Servicio;2018-04-08
AFG-002494;región E;Falta Servicio;2018-09-04
AFG-001814;región D;Cambio de Producto;2018-04-09
AFG-000486;región B;Facturación;2018-04-09
AFG-003023;región F;Actualiza datos;2018-04-10
AFG-002140;región D;Falta Servicio;2018-10-04
AFG-000886;región E;Cambio de Producto;2018-04-10
AFG-001757;región B;Facturación;2018-04-11
AFG-001056;región C;Actualiza datos;2018-04-11
AFG-000875;región E;Falta Servicio;2018-04-11
AFG-001880;región B;Facturación;2018-12-04
AFG-001381;región A;Facturación;2018-04-12
AFG-000745;región F;Actualiza datos;2018-04-12
AFG-002493;región D;Falta Servicio;2018-04-13
AFG-000397;región A;Facturación;2018-04-13
AFG-000111;región B;Falta Servicio;2018-04-13
AFG-002423;región E;Facturación;2018-04-14
AFG-001578;región B;Falta Servicio;2018-04-14
AFG-000381;región A;Facturación;2018-04-14
AFG-003066;región F;Falta Servicio;2018-04-15
AFG-002414;región B;Facturación;2018-04-15
AFG-000940;región C;No reconoce producto;2018-04-15
AFG-002684;región A;Facturación;2018-04-16
AFG-001556;región B;Falta Servicio;2018-04-16
AFG-000081;región F;Actualiza datos;2018-04-16
AFG-001423;región E;Facturación;2018-04-17
AFG-001321;región F;Instalación pendiente;2018-04-17
AFG-000300;región D;Falta Servicio;2018-04-17
AFG-002959;región E;Facturación;2018-04-18
AFG-000932;región C;Facturación;2018-04-18
AFG-000790;región D;Actualiza datos;2018-04-18
AFG-003306;región A;Instalación pendiente;2018-04-19
AFG-002853;región E;Facturación;2018-04-19
AFG-000548;región B;Instalación pendiente;2018-04-19
AFG-003173;región B;Facturación;2018-04-20
AFG-002285;región E;Cambio de Producto;2018-04-20
AFG-000826;región D;No reconoce producto;2018-04-20
AFG-001627;región E;Falta Servicio;2018-04-21
AFG-001185;región F;Facturación;2018-04-21
AFG-000272;región D;Falta Servicio;2018-04-21
AFG-001726;región F;Facturación;2018-04-22
AFG-000990;región A;Falta Servicio;2018-04-22
AFG-000866;región B;Facturación;2018-04-22
AFG-002301;región C;Falta Servicio;2018-04-23
AFG-000825;región E;No reconoce producto;2018-04-23
AFG-000380;región D;Falta Servicio;2018-04-23
AFG-002434;región A;Facturación;2018-04-24
AFG-002143;región D;Facturación;2018-04-24
AFG-000357;región C;Facturación;2018-04-24
AFG-002759;región E;Falta Servicio;2018-04-25
AFG-001299;región A;Falta Servicio;2018-04-25
AFG-001187;región F;Falta Servicio;2018-04-25
AFG-002975;región B;Facturación;2018-04-26
AFG-001206;región C;No reconoce producto;2018-04-26
AFG-001142;región D;Instalación pendiente;2018-04-26
AFG-002382;región B;Falta Servicio;2018-04-27
AFG-001977;región C;Facturación;2018-04-27
AFG-000097;región A;Falta Servicio;2018-04-27
AFG-000749;región A;Falta Servicio;2018-04-28
AFG-000612;región C;Falta Servicio;2018-04-28
AFG-000531;región D;Actualiza datos;2018-04-28
AFG-002252;región B;Cambio de Producto;2018-04-29
AFG-002152;región D;No reconoce producto;2018-04-29
AFG-001496;región A;Actualiza datos;2018-04-29
AFG-001617;región E;Falta Servicio;2018-04-30
AFG-001429;región F;Falta Servicio;2018-04-30
AFG-000928;región A;Cambio de Producto;2018-04-30
AFG-001629;región B;Cambio de Producto;2018-05-01
AFG-001150;región E;Facturación;2018-05-01
AFG-000491;región F;No reconoce producto;2018-05-01
AFG-001468;región E;Falta Servicio;2018-05-02
AFG-001373;región B;Falta Servicio;2018-05-02
AFG-000631;región A;Falta Servicio;2018-05-02
AFG-002652;región C;Falta Servicio;2018-05-03
AFG-001102;región D;Actualiza datos;2018-05-03
AFG-001086;región F;Falta Servicio;2018-05-03
AFG-001391;región E;Instalación pendiente;2018-05-04
AFG-001219;región F;Facturación;2018-05-04
AFG-001154;región C;Facturación;2018-05-04
AFG-001061;región B;Actualiza datos;2018-05-05
AFG-000614;región E;No reconoce producto;2018-05-05
AFG-000316;región A;No reconoce producto;2018-05-05
AFG-001374;región F;Cambio de Producto;2018-05-06
AFG-000850;región E;Facturación;2018-05-06
AFG-000841;región D;Falta Servicio;2018-05-06
AFG-001679;región B;Falta Servicio;2018-05-07
AFG-001081;región A;Facturación;2018-05-07
AFG-000580;región F;Actualiza datos;2018-05-07
AFG-001957;región E;Actualiza datos;2018-08-05
AFG-001183;región F;Actualiza datos;2018-05-08
AFG-000889;región B;Falta Servicio;2018-05-08
AFG-001501;región B;Facturación;2018-05-09
AFG-001464;región E;Facturación;2018-05-09
AFG-001283;región A;Facturación;2018-05-09
AFG-002758;región E;Falta Servicio;2018-05-10
AFG-002457;región B;Facturación;2018-10-05
AFG-001735;región F;Facturación;2018-05-10
AFG-002835;región C;Actualiza datos;2018-05-11
AFG-001379;región A;Facturación;2018-05-11
AFG-000114;región B;Falta Servicio;2018-05-11
AFG-003242;región C;Facturación;2018-05-12
AFG-002720;región F;Falta Servicio;2018-05-12
AFG-000106;región A;Facturación;2018-05-12
AFG-001469;región D;Falta Servicio;2018-05-13
AFG-001171;región E;Facturación;2018-05-13
AFG-000829;región B;Facturación;2018-05-13
AFG-002339;región B;Falta Servicio;2018-05-14
AFG-001550;región E;Facturación;2018-05-14
AFG-000271;región C;Falta Servicio;2018-05-14
AFG-003094;región E;Instalación pendiente;2018-05-15
AFG-002789;región F;Falta Servicio;2018-05-15
AFG-002360;región A;Falta Servicio;2018-05-15
AFG-002866;región C;Actualiza datos;2018-05-16
AFG-002109;región D;Instalación pendiente;2018-05-16
AFG-000945;región A;Cambio de Producto;2018-05-16
AFG-002768;región E;Falta Servicio;2018-05-17
AFG-001004;región F;Falta Servicio;2018-05-17
AFG-000011;región A;Falta Servicio;2018-05-17
AFG-003035;región C;Facturación;2018-05-18
AFG-002489;región E;Falta Servicio;2018-05-18
AFG-000104;región D;Falta Servicio;2018-05-18
AFG-003299;región D;Facturación;2018-05-19
AFG-002410;región F;Actualiza datos;2018-05-19
AFG-000578;región A;Falta Servicio;2018-05-19
AFG-001697;región C;Falta Servicio;2018-05-20
AFG-001159;región E;Falta Servicio;2018-05-20
AFG-000923;región B;Falta Servicio;2018-05-20
AFG-003036;región A;Facturación;2018-05-21
AFG-001780;región F;Facturación;2018-05-21
AFG-000664;región E;Actualiza datos;2018-05-21
AFG-002727;región C;Actualiza datos;2018-05-22
AFG-002692;región A;Falta Servicio;2018-05-22
AFG-000504;región B;Falta Servicio;2018-05-22
AFG-002134;región D;Actualiza datos;2018-05-23
AFG-001969;región C;Instalación pendiente;2018-05-23
AFG-001297;región E;Facturación;2018-05-23
AFG-003152;región B;Facturación;2018-05-24
AFG-000127;región D;Instalación pendiente;2018-05-24
AFG-000012;región E;Instalación pendiente;2018-05-24
AFG-003108;región A;Cambio de Producto;2018-05-25
AFG-002972;región F;Falta Servicio;2018-05-25
AFG-001221;región E;Falta Servicio;2018-05-25
AFG-002734;región E;Falta Servicio;2018-05-26
AFG-002663;región C;Cambio de Producto;2018-05-26
AFG-000934;región B;Falta Servicio;2018-05-26
AFG-002484;región B;Falta Servicio;2018-05-27
AFG-002227;región D;Actualiza datos;2018-05-27
AFG-001671;región E;No reconoce producto;2018-05-27
AFG-002735;región E;Cambio de Producto;2018-05-28
AFG-001342;región B;Falta Servicio;2018-05-28
AFG-000377;región D;Instalación pendiente;2018-05-28
AFG-001979;región B;Facturación;2018-05-29
AFG-001742;región C;Facturación;2018-05-29
AFG-000685;región D;Actualiza datos;2018-05-29
AFG-003254;región B;Falta Servicio;2018-05-30
AFG-001450;región E;Facturación;2018-05-30
AFG-000227;región C;Facturación;2018-05-30
AFG-002859;región F;Facturación;2018-05-31
AFG-002660;región B;Falta Servicio;2018-05-31
AFG-002326;región C;Facturación;2018-05-31
AFG-003090;región D;Falta Servicio;2018-06-01
AFG-002422;región A;Facturación;2018-01-06
AFG-001864;región E;Falta Servicio;2018-06-01
AFG-001883;región D;Instalación pendiente;2018-02-06
AFG-001765;región C;Falta Servicio;2018-06-02
AFG-001074;región A;Facturación;2018-06-02
AFG-003125;región C;Facturación;2018-06-03
AFG-001764;región A;Cambio de Producto;2018-06-03
AFG-001163;región B;Falta Servicio;2018-06-03
AFG-003258;región A;Falta Servicio;2018-06-04
AFG-003188;región B;Falta Servicio;2018-06-04
AFG-002697;región E;No reconoce producto;2018-06-04
AFG-002220;región B;Falta Servicio;2018-05-06
AFG-000954;región C;Falta Servicio;2018-06-05
AFG-000901;región D;Falta Servicio;2018-06-05
AFG-001119;región A;Falta Servicio;2018-06-06
AFG-000964;región B;Cambio de Producto;2018-06-06
AFG-000021;región D;No reconoce producto;2018-06-06
AFG-003079;región D;Facturación;2018-06-07
AFG-001606;región F;Facturación;2018-06-07
AFG-001106;región A;Facturación;2018-06-07
AFG-002375;región B;Falta Servicio;2018-08-06
AFG-000933;región F;Falta Servicio;2018-06-08
AFG-000186;región C;No reconoce producto;2018-06-08
AFG-003046;región F;No reconoce producto;2018-06-09
AFG-001479;región B;Facturación;2018-06-09
AFG-001039;región A;Falta Servicio;2018-06-09
AFG-001669;región A;Facturación;2018-06-10
AFG-001189;región B;Falta Servicio;2018-06-10
AFG-000967;región C;Falta Servicio;2018-06-10
AFG-002102;región F;Facturación;2018-11-06
AFG-001950;región C;Facturación;2018-11-06
AFG-000869;región E;Falta Servicio;2018-06-11
AFG-002590;región B;Falta Servicio;2018-12-06
AFG-001519;región F;Cambio de Producto;2018-06-12
AFG-000681;región C;Instalación pendiente;2018-06-12
AFG-002231;región A;Falta Servicio;2018-06-13
AFG-001415;región C;Actualiza datos;2018-06-13
AFG-001300;región B;No reconoce producto;2018-06-13
AFG-003121;región F;Instalación pendiente;2018-06-14
AFG-002921;región E;Cambio de Producto;2018-06-14
AFG-000233;región A;Facturación;2018-06-14
AFG-002463;región A;Facturación;2018-06-15
AFG-000506;región F;Falta Servicio;2018-06-15
AFG-000129;región D;Facturación;2018-06-15
AFG-003168;región C;Facturación;2018-06-16
AFG-002677;región E;Facturación;2018-06-16
AFG-000575;región B;Facturación;2018-06-16
AFG-001396;región A;Facturación;2018-06-17
AFG-000594;región F;Cambio de Producto;2018-06-17
AFG-000310;región E;No reconoce producto;2018-06-17
AFG-001572;región A;No reconoce producto;2018-06-18
AFG-001035;región C;Falta Servicio;2018-06-18
AFG-000714;región F;Facturación;2018-06-18
AFG-003109;región F;Falta Servicio;2018-06-19
AFG-001630;región D;Actualiza datos;2018-06-19
AFG-000246;región A;Facturación;2018-06-19
AFG-003149;región B;Facturación;2018-06-20
AFG-001965;región F;Actualiza datos;2018-06-20
AFG-000006;región C;Cambio de Producto;2018-06-20
AFG-002572;región C;Actualiza datos;2018-06-21
AFG-002371;región E;Facturación;2018-06-21
AFG-000668;región F;Facturación;2018-06-21
AFG-002095;región A;Facturación;2018-06-22
AFG-001752;región B;Facturación;2018-06-22
AFG-000646;región E;Falta Servicio;2018-06-22
AFG-002986;región A;Facturación;2018-06-23
AFG-000023;región E;Facturación;2018-06-23
AFG-000000;región F;Facturación;2018-06-23
AFG-003000;región F;Facturación;2018-06-24
AFG-002347;región A;Facturación;2018-06-24
AFG-001444;región E;Falta Servicio;2018-06-24
AFG-001497;región E;Instalación pendiente;2018-06-25
AFG-000718;región C;Falta Servicio;2018-06-25
AFG-000257;región D;Falta Servicio;2018-06-25
AFG-003056;región D;Facturación;2018-06-26
AFG-002639;región C;Falta Servicio;2018-06-26
AFG-001046;región B;Instalación pendiente;2018-06-26
AFG-002595;región A;Facturación;2018-06-27
AFG-002361;región C;Facturación;2018-06-27
AFG-001739;región F;Falta Servicio;2018-06-27
AFG-002788;región D;Facturación;2018-06-28
AFG-001961;región B;Falta Servicio;2018-06-28
AFG-001370;región C;Facturación;2018-06-28
AFG-003103;región D;Facturación;2018-06-29
AFG-002618;región E;No reconoce producto;2018-06-29
AFG-002051;región A;Falta Servicio;2018-06-29
AFG-002718;región D;Instalación pendiente;2018-06-30
AFG-000616;región C;Actualiza datos;2018-06-30
AFG-000411;región E;Facturación;2018-06-30
AFG-002567;región B;Facturación;2018-01-07
AFG-002472;región F;Actualiza datos;2018-01-07
AFG-002255;región E;Falta Servicio;2018-01-07
AFG-002605;región A;Instalación pendiente;2018-02-07
AFG-000511;región B;Falta Servicio;2018-07-02
AFG-000224;región C;Instalación pendiente;2018-07-02
AFG-002564;región A;Falta Servicio;2018-03-07
AFG-001596;región F;Falta Servicio;2018-07-03
AFG-000619;región B;Cambio de Producto;2018-07-03
AFG-003230;región C;Facturación;2018-07-04
AFG-002559;región F;No reconoce producto;2018-04-07
AFG-000502;región A;Facturación;2018-07-04
AFG-001962;región B;Cambio de Producto;2018-05-07
AFG-001762;región C;No reconoce producto;2018-07-05
AFG-000293;región A;Falta Servicio;2018-07-05
AFG-002027;región D;Falta Servicio;2018-06-07
AFG-000982;región F;Facturación;2018-07-06
AFG-000406;región E;Falta Servicio;2018-07-06
AFG-001942;región C;Falta Servicio;2018-07-07
AFG-001214;región B;Facturación;2018-07-07
AFG-000244;región A;Cambio de Producto;2018-07-07
AFG-002306;región E;Facturación;2018-08-07
AFG-002106;región B;Cambio de Producto;2018-08-07
AFG-000322;región D;Instalación pendiente;2018-07-08
AFG-000641;región D;Falta Servicio;2018-07-09
AFG-000479;región A;Facturación;2018-07-09
AFG-000280;región F;Instalación pendiente;2018-07-09
AFG-000386;región A;Instalación pendiente;2018-07-10
AFG-000348;región C;No reconoce producto;2018-07-10
AFG-000279;región D;Facturación;2018-07-10
AFG-003158;región A;Falta Servicio;2018-07-11
AFG-003059;región B;Falta Servicio;2018-07-11
AFG-002475;región F;Falta Servicio;2018-11-07
AFG-002767;región D;Falta Servicio;2018-07-12
AFG-000570;región E;Facturación;2018-07-12
AFG-000402;región A;Instalación pendiente;2018-07-12
AFG-001460;región D;Falta Servicio;2018-07-13
AFG-000983;región B;Facturación;2018-07-13
AFG-000691;región E;Falta Servicio;2018-07-13
AFG-002880;región F;Falta Servicio;2018-07-14
AFG-001734;región E;No reconoce producto;2018-07-14
AFG-000637;región A;Facturación;2018-07-14
AFG-003083;región B;Instalación pendiente;2018-07-15
AFG-000694;región C;Facturación;2018-07-15
AFG-000625;región F;Instalación pendiente;2018-07-15
AFG-002753;región D;Actualiza datos;2018-07-16
AFG-001522;región E;Facturación;2018-07-16
AFG-001087;región F;Falta Servicio;2018-07-16
AFG-001903;región E;Instalación pendiente;2018-07-17
AFG-001869;región A;Actualiza datos;2018-07-17
AFG-001338;región D;Actualiza datos;2018-07-17
AFG-003301;región A;Falta Servicio;2018-07-18
AFG-002973;región C;Actualiza datos;2018-07-18
AFG-001562;región B;Facturación;2018-07-18
AFG-001568;región C;Facturación;2018-07-19
AFG-001515;región E;Falta Servicio;2018-07-19
AFG-000303;región D;No reconoce producto;2018-07-19
AFG-002412;región F;Facturación;2018-07-20
AFG-002053;región D;Facturación;2018-07-20
AFG-001093;región E;Facturación;2018-07-20
AFG-002855;región A;Actualiza datos;2018-07-21
AFG-000742;región D;Facturación;2018-07-21
AFG-000337;región E;Facturación;2018-07-21
AFG-002747;región B;No reconoce producto;2018-07-22
AFG-002695;región A;Falta Servicio;2018-07-22
AFG-000056;región F;Instalación pendiente;2018-07-22
AFG-003001;región D;Actualiza datos;2018-07-23
AFG-001848;región C;Actualiza datos;2018-07-23
AFG-001641;región B;Facturación;2018-07-23
AFG-003189;región A;Cambio de Producto;2018-07-24
AFG-001583;región F;Instalación pendiente;2018-07-24
AFG-001426;región D;Falta Servicio;2018-07-24
AFG-003181;región F;Actualiza datos;2018-07-25
AFG-003169;región A;Facturación;2018-07-25
AFG-001771;región B;Falta Servicio;2018-07-25
AFG-002904;región D;No reconoce producto;2018-07-26
AFG-000118;región B;Facturación;2018-07-26
AFG-000004;región E;Facturación;2018-07-26
AFG-001544;región A;Cambio de Producto;2018-07-27
AFG-000120;región E;Actualiza datos;2018-07-27
AFG-000105;región F;Facturación;2018-07-27
AFG-000998;región A;Falta Servicio;2018-07-28
AFG-000665;región C;Facturación;2018-07-28
AFG-000256;región B;Falta Servicio;2018-07-28
AFG-002389;región B;Facturación;2018-07-29
AFG-001724;región A;Facturación;2018-07-29
AFG-000151;región C;Falta Servicio;2018-07-29
AFG-002924;región F;Facturación;2018-07-30
AFG-001481;región A;Falta Servicio;2018-07-30
AFG-001317;región B;No reconoce producto;2018-07-30
AFG-003260;región A;Facturación;2018-07-31
AFG-002588;región F;Falta Servicio;2018-07-31
AFG-002300;región D;Falta Servicio;2018-07-31
AFG-002647;región E;Falta Servicio;2018-08-01
AFG-002356;región B;Facturación;2018-01-08
AFG-002115;región D;Cambio de Producto;2018-01-08
AFG-002655;región B;Facturación;2018-08-02
AFG-002562;región C;Falta Servicio;2018-02-08
AFG-000957;región F;Falta Servicio;2018-08-02
AFG-002548;región C;Facturación;2018-03-08
AFG-000432;región F;Falta Servicio;2018-08-03
AFG-000408;región E;No reconoce producto;2018-08-03
